,,Txn Hash,Method,Block,Age,From,,To,Value,Txn Fee
761,,0xcb7abdb161072ccabd44e67eecc45be5dfacedcd4e7c7816050b5c403b584dc4,Transfer,19345682,6 mins ago,0xe1689D09...2143D7dce,,0xF7bF5684...63c6ED1ba,0.04945684 ETH,0.00090505
762,,0x49014aae2d44549cb951221d389066dfde0120934fe8f40a6f25eb3dfb03bae0,Transfer,19345682,6 mins ago,OKX 25,,0x07aeB3C8...daD797FE9,0.12 ETH,0.00090505
763,,0xc4f700c5d3023ba751a3a28d61f3bc4076391c8e2a9a1585a3b67af24aa62139,Transfer,19345682,6 mins ago,OKX 25,,0x1a0e87e6...D22E4a17E,0.463 ETH,0.00090505
764,,0xd5dd54ab60e462a41187de02aa7321592925be76892817e88c64619d15a61389,Transfer,19345682,6 mins ago,Union Chain,,0x14C68Ec6...90eEA4924,2.91233853 ETH,0.00090505
765,,0xd2c90d9054f9e4237190da1678f3bebd14b00d67c44898994ae0c9013d4034ca,Exec Transaction,19345682,6 mins ago,0x5c8c76F2...16966Ed42,,0x58361528...Aa5B672e0,0 ETH,0.4220653
766,,0x99cd2196f2ddce1ed3e075b14e089511a4e98dcd5a4679059bd7d9755c6cde7c,Transfer,19345682,6 mins ago,OKX 7,,Tether: USDT Stablecoin,0 ETH,0.00272417
767,,0x3ad2408a8084a934721246382c7ba241be518b6671a18ffe2207c8d94a4b142b,Transfer,19345682,6 mins ago,OKX 7,,Tether: USDT Stablecoin,0 ETH,0.00272365
768,,0x4458f3d8ae7d738d9008f5eaf5776141f91a6a67ecb10739671dc8c78e5ff042,Repay,19345682,6 mins ago,0xd28c3fe8...2d0B049Ab,,0xA920De41...7d4219635,0 ETH,0.01798396
769,,0x7834773b24f354a1642d9ac3299a963b356a65d5b75825abe888b437ab5cf4e9,Transfer,19345682,6 mins ago,OKX 23,,Tether: USDT Stablecoin,0 ETH,0.00272365
770,,0x5a239779211c0fec987214a4363d8790e54eb49c7b65a99999c499925c7195d0,Transfer,19345682,6 mins ago,OKX 7,,Tether: USDT Stablecoin,0 ETH,0.0027252
771,,0xdffa60a200adeaa8029ba5a555defe5d91e8765a6403a4385beb460f20ccada8,Purchase Token W...,19345682,6 mins ago,0x2a8fE51a...1a5123f6D,,0x2B316b6E...23d77F390,0 ETH,0.00497577
772,,0xd1b0fd7342c2c858b1422de857cf4e92429e00dec1fa3c61e113344250897033,Approve,19345682,6 mins ago,0x6EBb3e78...F56f79a28,,SingularityNET: AGIX Token,0 ETH,0.00200176
773,,0xe99d08f449545e9e001480e58b031491c4260dd8118c1c1c27258e61ddfe41b6,Transfer,19345682,6 mins ago,OKX 25,,0xfE71F18f...d562E18Df,0.01412245 ETH,0.00090505
774,,0x7e30f4798c5eaf415716df87a661e37b1e8df5db622cd723c47a393c55d556a7,Swap,19345682,6 mins ago,0x80dB2158...eE9EB64F3,,Metamask: Swap Router,0.05 ETH,0.01072599
775,,0x11ece9c4e8e701908cc55a1ecb835a5f39411344e980ee664e9728778ff3f184,Execute,19345682,6 mins ago,0x645c4eD1...c240Afe04,,Uniswap: Universal Router,0 ETH,0.00784824
776,,0x3616d805026ea8de8793431da3b465290343ee5fd58b8393033238d4b1ba3309,Swap,19345682,6 mins ago,0x86B73693...Ea125DebD,,Metamask: Swap Router,0.02 ETH,0.00874571
777,,0x0f0221cea7ce6e5c89db705c9e5d850dd78705b6ce1d87b9d58bb840b17646e0,Start Auction,19345682,6 mins ago,0x8BC110Db...96D5DD7BE,,Blur: Blend,0 ETH,0.00162942
778,,0x10ca1c44f0e4fedce2f520ddb84419cdebf86de2ba1db55c0e00c9fd58feef19,Transfer,19345682,6 mins ago,0x8da61299...7Bb8CA5F2,,Big Time: BIGTIME Token,0 ETH,0.00129241
779,,0xc235e8d974b7715af0ed814b59c0aef5f376fd7cd26ceae2c6b2e943650dcc30,Transition,19345682,6 mins ago,0xaBE60A0a...7be1E51AF,,Blast: Deposit,0 ETH,0.01002488
780,,0x83c936e83ef735bd2c34a38317b2df69586baf9c011c4f5aab7f83d224c0f43b,Approve,19345682,6 mins ago,0x80256731...f110ab323,,Renzo Protocol: Renzo Restaked ETH Token,0 ETH,0.0023354
781,,0x94ba356c2826ac7aac13a82e63240db1319926abe88a029e778df6a01c4f32b3,Transfer,19345682,6 mins ago,0x835E655a...6160CE62e,,Set: DeFiPulse Index,0 ETH,0.00206345
782,,0x15c290267c5e61f8817040b9df232685d46598605dff650b5433df410ab107d4,Uniswap V3Swap,19345682,6 mins ago,0xb1b2d032...5216E8404,,1inch v5: Aggregation Router,0 ETH,0.00470482
783,,0x6b0b9939a05c09336cc1b6f5b8a23558fb20fd4e80fbdbe2aa2d1758ac23bc0a,Transfer,19345682,6 mins ago,Deribit 9,,0x99cf4f32...82a29c4c8,3.5084 ETH,0.00092395
784,,0xf241518e98b09cd86bf2d2eeb7d81662581be6fa640406ce3a213ca6e2c626e2,Transfer,19345682,6 mins ago,KuCoin 20,,0x017073b9...93ae9C741,0 ETH,0.00170619
785,,0x56c96573e252a72231620a96bed7745e85e772ae937933071efdb86dd77ca8d6,Execute,19345682,6 mins ago,0x64545848...894B93478,,Uniswap: Universal Router,0.3 ETH,0.00806412
786,,0x80a12bb2c4410162a5a14268fd8ed9b4a99d6345d34280792af3a4a7062e34c7,Approve,19345682,6 mins ago,0x0f384088...05dC2F669,,0x4fE8d477...F8f77B053,0 ETH,0.00204932
787,,0x87c726972f75a83c90b2a7893a176ae9204557f43e05a5b813fa2fb3bb39df88,Exact Input V2Sw...,19345682,6 mins ago,0xFD91e86C...2985a4C01,,TransitSwap v5: Router,0 ETH,0.00638942
788,,0x95577d7336b80b8dc90d7c85ef43098631fa73281dac9be80392844d16c0e497,Swap,19345682,6 mins ago,0x841dc568...d039Af9cE,,1inch v5: Aggregation Router,0 ETH,0.01062264
789,,0xcdb6f3a4ca0bf56d674e703e3a9472c7c82a11934986fb8d075d435ddb2a5034,Transfer,19345682,6 mins ago,0xF2750EAd...7A1772348,,Tether: USDT Stablecoin,0 ETH,0.00203979
790,,0x6d5064974eedaef2d80614a3841e3145623f842c5a1385f6f95b727ef263d218,Purchase Token W...,19345682,6 mins ago,0xc2714EcF...57b94b2A6,,0x2B316b6E...23d77F390,0.1 ETH,0.00503958
791,,0x6279d2d3f03db2860624639e780ae3f1d80aeb27d3d5054687ee0318e3703246,Transfer,19345682,6 mins ago,0x107Db980...EEad7b608,,0x6C42443C...29DF13179,0 ETH,0.00389338
792,,0xcf27c6042f3050a3c650ae90336f85f476b5a385d4629f6dfe7a86be6d822b67,Transfer,19345682,6 mins ago,Binance 20,,0x478271C9...AA72E4367,7.397 ETH,0.00094495
793,,0xa6bc6af7b4dad96fffbd482ae8646963a6fc6c83b92796f708d34c556ca93939,Transfer,19345682,6 mins ago,Binance 16,,0x427CA0E2...9bd0813BE,0.0118851 ETH,0.00094495
794,,0xd68d1d149efd98afd974dbbd7619979e5793dab5e708923746324dde5bf07567,Transfer,19345682,6 mins ago,Binance 18,,0x6EC25926...1d134DD40,0.19265068 ETH,0.00094495
795,,0x8859bb924b04b5400508b9d6a7e5e354e3e4d5e19dbe36e5969a3930f361cc1d,Transfer,19345682,6 mins ago,Binance 15,,Tether: USDT Stablecoin,0 ETH,0.00284427
796,,0xa67de54eb10183b6ab82c0466026bc82891d37fc654c408e90cab067f12beb14,Transfer,19345682,6 mins ago,Binance 17,,0x7B72Be16...40412Ae1d,0.00714868 ETH,0.00094495
797,,0x8d8a0d96f9bfe2a0f7a324a1278a771445c96085f179783ab473f4c92e7d00e5,Transfer,19345682,6 mins ago,0x19F00b3a...84a797fa7,,Golem: GLM Token,0 ETH,0.00134624
798,,0x84abd3d0ec1a2611178c718fc4d5a0a4f8949154352a23786cf12be0033c839f,Transfer,19345682,6 mins ago,Binance: Deposit Funder,,0x20BDbEc1...7e6cE2186,0.04 ETH,0.00094495
799,,0xe2141ba7be8b64c51c31e5dd4af04426b3f02d8f3bcb14c07f573dc201fecdb7,Transfer,19345682,6 mins ago,0xD7C56517...f8eaA31E2,,0x808d0aeE...8c9cCDBA4,0.009125964 ETH,0.00094495
800,,0xc94afc34b27a9fa67cd9645a888ab71052d931d83d9c91625f777b3456213c0a,Transfer,19345682,6 mins ago,0x808d0aeE...8c9cCDBA4,,0x69311027...21c2739B2,0.002474883 ETH,0.00094495
801,,0x8a683c4998b1fa1a54f9af48fab3a64304f38045cfff19133599906773fcd95c,Transfer,19345682,6 mins ago,Binance: Deposit Funder,,0x2fB03cc2...006dFD7e8,0.04 ETH,0.00094495
802,,0x192ddaddc3d34a24c2bf3456381d99afc578abfc68f12adaa12ab4dcf1f67282,Transfer,19345682,6 mins ago,0x808d0aeE...8c9cCDBA4,,0x25e3d009...d7011caA0,0.002474883 ETH,0.00094495
803,,0xf88c45519a8749ff550343123b2bffb80b2d6b407fc46a69cc82020f525f4d4e,Transfer,19345682,6 mins ago,0x7b61285B...a9A00b955,,0x808d0aeE...8c9cCDBA4,0.011958224 ETH,0.00094495
804,,0xad4dadba377ace4943c970c5b34f92a800b88d6a9dd793d8bd5b98eb7b2a289a,Transfer,19345682,6 mins ago,0x6FF1B2Af...1A478aa22,,Circle: USDC Token,0 ETH,0.00181611
805,,0xfdf662aadf33f1de7f80456ea240185c7ad18e1377057302a63042ae455c12b0,Transfer,19345682,6 mins ago,Binance: Deposit Funder,,0xD0e8B235...8a10A4899,0.04 ETH,0.00094495
806,,0x991e315dc230ee85e1dfb5c42eafad8bff847bf97eba11553648c2ea55e13796,Transfer,19345682,6 mins ago,0xa41451F6...d4FCF2A8c,,Polygon (Matic): Old Matic Token,0 ETH,0.00144569
807,,0x08f7966106f394b8f2154b339fcffd5edbcfa84e7d511ba53f2f519414a2f6b2,Transfer,19345682,6 mins ago,0x1A0420bF...f40ACc468,,DENT Token,0 ETH,0.00146643
808,,0x85b011917771e8421ae7e48fba268bea6b4f3690c20f318059d1555e273f6971,Transfer,19345682,6 mins ago,0xFE9529b7...0A85C101E,,STP Network Token,0 ETH,0.00133657
809,,0x3b38a8b2305ee168a05ef94f4e597b957a45fc8c7675626d086c3fa613ae7946,Transfer,19345682,6 mins ago,0xd7502735...A30DA12a4,,Shiba Inu: SHIB Token,0 ETH,0.00135025
810,,0x899919423b5e7fe3eea570512bbd505de1ced413a8b1a89917ddfd063f06b991,Transfer,19345682,6 mins ago,0x29984d1F...902E44975,,UMA: UMA Token,0 ETH,0.00190165
811,,0xb6fafca635c5c1d640aa5edd5ccbbad7bf4f66f5ef3d819266c61080a1fe1004,Transfer,19345682,6 mins ago,0x6767526a...506B73Ff3,,Chiliz: CHZ Token,0 ETH,0.00145986
812,,0x6fd038dbeaa3484e86a891dafe607491db939b330b591307cf93cb1c232e9063,Transfer,19345682,6 mins ago,Binance 15,,Badger: BADGER Token,0 ETH,0.00500128
813,,0xb9cd8cf9e8dc5d002a582c40be3dd1af4fe8deff227963d26d8e6aac5bb2dae6,Transfer,19345682,6 mins ago,Binance 14,,Tether: USDT Stablecoin,0 ETH,0.00284481
814,,0xb8152e2131a925bbf3b450c23af8794b6284cf8ce1922b8c871b7b51befa73ca,Transfer,19345682,6 mins ago,Binance 16,,0x01e3e495...c11DC1221,0.1422546 ETH,0.00094495
815,,0xf74da8c87f99a577050e2df846daccc0a863199ffec679f476811add3349013a,Transfer,19345682,6 mins ago,Binance 20,,0x44A9Bb22...21071AbB0,215 ETH,0.00094495
816,,0x9612cc9f4b56333bf869f5c54d3db19678d307d45ffd03d8d15bc5b24e7045fd,Transfer,19345682,6 mins ago,Binance 15,,Shiba Inu: SHIB Token,0 ETH,0.00156624
817,,0xa79afe07545c3ae31c4e0a15133d2e40716a1e9f6028b362aba8da70ce30caee,Transfer,19345682,6 mins ago,Bybit: Hot Wallet,,Tether: USDT Stablecoin,0 ETH,0.00284427
818,,0x7d661b8f6c9d854c569f102b3941b7318b0560dd1c1d12c82750d225fb299c8a,Transfer,19345682,6 mins ago,0xb9EEaCe2...26fe61C0f,,0x0D3003A1...E822BB4f7,0.55700629 ETH,0.00094495
819,,0x0f4bae0a7346f2c5a54021140b07bee09cfffc5ee6b7fac3f55bf5385072bbfe,Transfer,19345682,6 mins ago,0xad49EEB6...be127bFA8,,Tether: USDT Stablecoin,0 ETH,0.00284427
820,,0x786f5ef8df77a4459b06a0e6b641ce20b6c2cfdf611351beda345da8e8a0f7e5,Transfer,19345682,6 mins ago,0xaB782bc7...8F63ee1bC,,Memecoin: MEME Token,0 ETH,0.00154969
821,,0xfebc47bf56d57f5028e4c8ece479193c6a83eb125e4c4970d23f1c646d97c475,Transfer,19345682,6 mins ago,0xB287eaC4...c797555B0,,0xE24C8799...e98760Ea4,0.1063 ETH,0.00094741
822,,0x6acfff25c44fdf98e059ff06cef2218e7810b96833b069aff6e7f72683c13242,Execute,19345682,6 mins ago,0xbD7FC555...1320eE77c,,Uniswap: Universal Router,0 ETH,0.01180443
823,,0xd0b728985119586219e3e119e34e94c7bfdeda44ae088b6cc8f64e6b32c2201f,Transfer,19345682,6 mins ago,0xa03400E0...419517687,,0x6F2bAf0b...9A9630643,0.10002462 ETH,0.00094915
824,,0x9fec613c393c8771b5f59677bdbb6a36461837643f1401149e4450d4999119b3,Transfer,19345682,6 mins ago,0xa03400E0...419517687,,0x3589cD55...39AA75fa7,0.24268061 ETH,0.00094915
825,,0x6ce9810afe81753d93002ea604aa03bf03ff8c84ce7ed1d0acc207b6eb28ffaf,Transfer,19345682,6 mins ago,0xb23360CC...9C8D7c460,,Tether: USDT Stablecoin,0 ETH,0.00208818
826,,0x9655f755bc6bcb7ea055640f9dc921fa2b2713fc5a90c2d8ebde01873c319c64,Transfer,19345682,6 mins ago,0xaB782bc7...8F63ee1bC,,Fetch.ai: FET Token,0 ETH,0.00166948
827,,0x9a6dd9c5218c8364bc5e5b95046b29f17a042c352f7e1ee1abc8f9c4743f8759,Transfer,19345682,6 mins ago,0xCfC0F98f...85e55aB33,,0xf8E9bb3e...93dF0b096,0.162972684 ETH,0.00095129
828,,0xaa5e19cc671c07cfb1911569e134efa47a1a92264e0cfc6102e616da587da257,Transfer,19345682,6 mins ago,Stake.com,,0xc79a04a4...26eCE2a07,0.16759076 ETH,0.00096498
829,,0x4d505fa9d9d944dacc889e92af62e54a00a177da45c5ec054c9f6c1d14f407de,0xc18a84bc,19345682,6 mins ago,0x96B5Ea9a...2f5CA261E,,MEV Bot: 0x000...2D4,0 ETH,0.00834971
830,,0x37bc7ae6ef7b4178a6795d9968927a4c890c4326c89838362846a98b355ab44b,Transfer,19345682,6 mins ago,0xC55EdDad...45BA7E7fa,,0xBF680Ad4...19eadC65e,0.14578111 ETH,0.00104418
831,,0x3d4f37a2a949d0157b3a0f2dba7ad729bca5934f4e30d0a3977f14118e7fa406,Transfer,19345682,6 mins ago,0xFE0c760C...3Be84F65A,,Tether: USDT Stablecoin,0 ETH,0.00314355
832,,0x744e41c3e244de57f429d76035a212cc08be50eded438eb1aee67a2bae6a703d,Transfer,19345682,6 mins ago,0x47A3A405...83c3554D1,,0xaDd518a4...28c1e5D60,0.25 ETH,0.00104418
833,,0x1b91f159142682da421f6ff1836a1942eacfa5693559cf76638966cb21b1f9cc,Claim Mint Rewar...,19345682,6 mins ago,0xd145BA1C...06152a9A8,,XEN Crypto: XEN Token,0 ETH,0.0037407
834,,0x5e3523b4e49e7fa81583ed4438d8fb500f9f06c084e5681c186c49631dcb9154,Transfer,19345682,7 mins ago,0x1AB4973a...7688f8F23,,Tether: USDT Stablecoin,0 ETH,0.00322059
835,,0x0308dbf30301d4214cd2da1de823b95c8e73ce978422f654454c57e055133c44,Transfer,19345682,7 mins ago,0x428cd8af...71B32b073,,0x3674842e...D224d1f47,0.001238938 ETH,0.00110972
836,,0xc3e440384b657f1d1e17b14f9d581f9c71a2775758c95364d7c38354059f5a97,Uniswap V3Swap,19345682,7 mins ago,0xF9e6f079...4045E7456,,1inch v5: Aggregation Router,0 ETH,0.00679629
837,,0x3a301c9e1f759c825b2223ab187a232e798410373f49f563f85462d12e7377c5,Transfer,19345682,7 mins ago,0x8f3039Fe...E27D4627A,,0xF44b81ba...14709dA50,0.005565184 ETH,0.00114331
838,,0xdbc5b467e2f9734717159a793ae6a93830a563bf2484db630e6e28b623202345,0x9871efa4,19345682,7 mins ago,0x362dd108...60707E995,,0xF3dE3C0d...172509127,0 ETH,0.01273628
839,,0xfd7eb331329f1bd3dbcd909446713e89d08d22251820d8ef19f0d63942518ef4,Transfer Out,19345682,7 mins ago,0x7e7503b7...73865Be4c,,THORChain: THORChain Router v4.1.1,0.65902534 ETH,0.00389088
840,,0x8155b3803d2ca4815970bc6ab192636b86b2cca190669de6cbd316c4e41f4fc7,Transfer,19345682,7 mins ago,0x53C58E97...55E24a599,,Tether: USDT Stablecoin,0 ETH,0.00435764
841,,0xb9362a1a26d479263ef5bb5cfb6051dd1dd31002263f849c0bc4ff076a7e379a,Transfer,19345682,7 mins ago,0xCF27E551...ecD383D49,,0xa0Dd4D2E...7620f84Ad,0.169947954 ETH,0.00174029
842,,0x352ab7ec5a191ab6c84d103beebf97897e4fa23c1652bfe2c432b0afaa517651,Transfer,19345682,7 mins ago,0x034E188B...69f7d17b6,,0x248E276A...B048024d3,2.140765515 ETH,0.00174302
843,,0x40ed1aee799d0dd98148c3e16c6692eb1b0cd28df03da41b4650440a22e5c371,Approve,19345682,7 mins ago,0xbD7FC555...1320eE77c,,Wrapped BTC: WBTC Token,0 ETH,0.0021938
844,,0xadef4c4f44a239f02b62c1d94f090571eba888068a794d44abd0c51ba4123500,Execute,19345682,7 mins ago,0x662389f5...a43E07634,,Uniswap: Universal Router,0.1 ETH,0.0065796
845,,0x5c0a659530fb543acbd7c4bd93cc33f1363e3cbd72943e9355dbdeba0457f177,Execute,19345682,7 mins ago,0x0AAbBc46...603B36D82,,Uniswap: Universal Router,0.210795386 ETH,0.00716357
846,,0x780d755495582ebd0be993803f756931d7460068828087b2b27c04c1986b5b5d,0x0938b20b,19345682,7 mins ago,0x1af5bcAD...5BF7bebd5,,0x77EDAE6A...476e8f83f,0.03 ETH,0.00963458
847,,0x9ca071d23303d450f2efdf7975a43081919d09e5bfdb71f5585e292838edb3f1,Execute,19345682,7 mins ago,0x75bAEB84...8fE3eC08E,,Uniswap: Universal Router,0 ETH,0.0082093
848,,0xea107722561e00b77ac7e8270508d2112d37d37d657529dc009db495c7bee3c3,Swap Exact Token...,19345682,7 mins ago,0xD37Ee924...41bE1C52D,,Maestro: Router 2,0 ETH,0.00800375
849,,0xf4d206c4c851de44f91a790fefd0ef68cf2dc3cfed75906390fc41613bb597d7,0x00000012,19345682,7 mins ago,0xa009fa1a...092AE6123,,MEV Bot: 0xfbe…737,0 ETH,0.00374674
850,,0x17fdcfbe790ec4e7fb96b6b53e431c8f8e7463b98c4aec27593fe30980e4ea19,0x00000002,19345682,7 mins ago,0xEE28bEAA...c8d05C53C,,MEV Bot: 0xfbe…737,0 ETH,0.00565108
851,,0x0ed35da904d7a0edd338228f3f2fd4dfa15abd260a37ed8cc5a61e8b2e246fda,0x2b661c98,19345682,7 mins ago,0xae2Fc483...5ba1FaE13,,MEV Bot: 0x6b7...A80,18 wei,0.06968292
852,,0xc21414ec7f98846bb1496f89e463081917b68ab968295e98cb75c5c0cba8817c,Execute,19345682,7 mins ago,0xb6C52B42...04b4fDD8b,,Uniswap: Universal Router,0 ETH,0.00619832
853,,0x0ec98ebbead72d7a58945d5dae94bf427b5c85e198f2715e08b52c40b823aff9,Call,19345682,7 mins ago,0xE7fA5164...B9b84F4aA,,0x3c11F626...35f451646,0 ETH,0.02216252
854,,0x494838833a9a77b1593bd0d79fab99ef53c4757d372a321485547afa71f788b0,0x2b601c98,19345682,7 mins ago,0xae2Fc483...5ba1FaE13,,MEV Bot: 0x6b7...A80,18 wei,0.00663689
855,,0x4eeceadf5f0e1a8350891b67517054672dbe1bd3377784927759d3da2a7eb09c,Transfer,19345681,7 mins ago,beaverbuild,,0x34842c43...c477a1CE3,0.188339244 ETH,0.00096495
856,,0x365f47355e218febc792419d74fd7a342cd00e6cb6ac0573703f801495920742,Transfer,19345681,7 mins ago,0x82FF1D8f...7c44A0c1D,,0x0A6134F2...69C4123f6,0.116257345 ETH,0.00096599
857,,0x53edfa2a4725d1a2b3f206be143325e9584e6e2a812c6614de5c59da0a488195,Wrap And Relay T...,19345681,7 mins ago,0xE2Bdf60f...adA44a06C,,PulseChain: WETH Omnibridge Router,0.091 ETH,0.00914195
858,,0xebc517dafa98487ad5b0c5d081cf846de85fa681969b2a991a409e9a6259b063,Send Message,19345681,7 mins ago,0x7ad0F396...373B0d705,,Linea: L1 Message Service,4.370308176 ETH,0.00320204
859,,0x2491f32b82d1a4a8b26d57fbcf1e4aa0832eeca305d2627a89d0e6a12d59ae80,Transfer,19345681,7 mins ago,0xab627229...5F709f369,,Delysium: AGI Token,0 ETH,0.00236871
860,,0x8f1183d1200221b07a8e1df5ea736fcb1422697085a1faa5f531e1bde2779327,Transfer,19345681,7 mins ago,0x915e2390...9E8876385,,Truebit: TRU Token,0 ETH,0.00260574
861,,0xfdf42914e77a59e41be5e7b79c61e626aa347bf470066790f3cb2d7abb58e5be,Transfer,19345681,7 mins ago,0x64488345...1b85dCF32,,0x4c9D7733...DD54260CB,0.006775455 ETH,0.00096599
862,,0x76e85a6f3279a0d89fc9b8b8716d238577a80925b119870f62984aaa2d94e8da,Execute,19345681,7 mins ago,0xC32fF654...9BedB3731,,Uniswap: Universal Router,0.35 ETH,0.00630243
863,,0x3146cdf7279dee5e5b644691d09900b0effca2b8bcd1083e8bfeb7272a5d908f,Withdraw,19345681,7 mins ago,0x244d41A0...605561A0E,,Blur: Bidding,0 ETH,0.00163699
864,,0x75d9f56be2666845a989b62c5523051a03b41bd134a7ad4e898f770bf2719121,Transfer,19345681,7 mins ago,0x647A92f8...a4434aDD8,,0xDA649380...80eBc3E0b,0.016838662 ETH,0.00096599
865,,0xcb7c715baff894ca1fca12511c04e955607386fc4b19b0b8aa42964b82cecd27,Multi Configure,19345681,7 mins ago,0x90925520...379Ebb485,,0x5F8D647F...C623928c5,0 ETH,0.00692144
866,,0xb98b9fb989095382bd416aa974e56c087f2a54818bab7adf316d4a0bd62d9439,Transfer,19345681,7 mins ago,0xa591d6d5...373179EBc,,0x30C3549a...e0EB7520C,0.001 ETH,0.000966
867,,0x379cc0210bc5e7cfb3fb47bb87ef1421c79819b2084c35a76a4e69cbba85bf7d,Stake Users,19345681,7 mins ago,0x1Ec0128d...4F87B759E,,0x0E3efD5B...7F2A0e95F,0 ETH,0.00539975
868,,0x89d33467ff480a50016e1f90122e063a416b071133e31481cd35e77de49107e9,Approve,19345681,7 mins ago,0xcD9E0fE9...63FEd2bc8,,Illuvium: ILV Token,0 ETH,0.00223021
869,,0xfaf7713b4a2c59626278be6328fa1ce22cf5d4008f18705c3ff6e76da7b4c55a,Reveal,19345681,7 mins ago,0xcA7038c8...0BfFc60ee,,0x7037ae03...d7684533A,0 ETH,0.00465966
870,,0x60be0a70d5845e7c1947180a871b4d45cc004a0530162f070ea9d7c6a5e6de93,Transfer,19345681,7 mins ago,0x0F4eA37E...b936592f4,,Circle: USDC Token,0 ETH,0.00286475
871,,0x0153c72be08f0a6537eab91da115d73050313fb09d7a3719d24b9c761cee7c0e,Transfer,19345681,7 mins ago,0xFBe861db...CeF5fbd42,,0xEF5E6ae6...41b140565,0.049 ETH,0.00096684
872,,0x4601874952174a1d2d6e4dfed19c9d7d237cce0c7885f28eeb664e0abb381f03,Transfer,19345681,7 mins ago,0x784e1286...61Fb0596B,,0x0BbdEccc...6Ba6e1E8E,0.010548297 ETH,0.00096703
873,,0x953c0c3be1906dcc2def477faa59d29cdec40799237998eae114bea8b0096b88,Transfer,19345681,7 mins ago,0x8461f347...Ac6e29d46,,0x3f7f8615...10A6De0e4,0.1 ETH,0.00096703
874,,0x8c0c4220992dbdcb8eb9f1efd463130c4192b1daa5e4a7c88bf846b008fc95e7,Transfer,19345681,7 mins ago,0x0e032F43...055AFD1ad,,Coti: COTI Token,0 ETH,0.00139215
875,,0x17607e5f8dfd0f8d2d40fb90535405b46302cf2e4c2b0ee953ca6e326c8da372,Transfer,19345681,7 mins ago,OKX,,Shiba Inu: SHIB Token,0 ETH,0.00239034
876,,0x10c3c73a55793c990f25d06fddee63f568384205f98fd92e04741e4f1e3b87d1,Transfer,19345681,7 mins ago,OKX 23,,Tether: USDT Stablecoin,0 ETH,0.00212334
877,,0x019982ad57dbaefd2203c0e99b20cafe77f2a3db0b02c587b4c901ea6774e5fd,Transfer,19345681,7 mins ago,OKX,,Big Time: BIGTIME Token,0 ETH,0.00237519
878,,0xfbe631768ce0a69d5161afe8588f15327c3be33d05fdb8916876d1dde2628b40,Transfer,19345681,7 mins ago,OKX 23,,Tether: USDT Stablecoin,0 ETH,0.0029108
879,,0x9969006a24014ec6575fc802701d63d6f705e3b1ce659bf12857720b08187b06,Transfer,19345681,7 mins ago,OKX 7,,Tether: USDT Stablecoin,0 ETH,0.0029108
880,,0xb36c27f1af46ef232f3288764f40baf2bba717dc555e280e30af4f84eb0b3cb2,Transfer,19345681,7 mins ago,0x54F5020e...1E743cF5E,,Badger: BADGER Token,0 ETH,0.00511827
881,,0xf1f2084a1808a650b4929198e02bf1c41379c183da39f24dc22a80abb754dc33,Transfer,19345681,7 mins ago,0x6f40c9E0...5D3c882FB,,Kishu Inu: KISHU Token,0 ETH,0.00555382
882,,0x721f6ea8e6d43257df1461a64a1d06df8a00fbd9debde217880000f72a2cc898,Transfer,19345681,7 mins ago,0xf989b6Ae...A4F237bdf,,Axie Infinity: AXS Token,0 ETH,0.00159007
883,,0xf2706fb2ff947d0e8907668a66cc40cd7c11e633b4c0d5b89e3d9fb2b96b2abf,Transfer,19345681,7 mins ago,0x5F8215eE...8d1f158b8,,Tether: USDT Stablecoin,0 ETH,0.00190285
884,,0x4a0e07d2220f117e64553d81307324449ff690a071e813dae965495808a9f1ad,Send Message,19345681,7 mins ago,0x0A5aBC4e...29Ce53e4f,,Linea: L1 Message Service,0.50030818 ETH,0.00320612
885,,0x45aadc1462afd4a20b28b0bca2b27e0820ae229060f5d033767fea388e3e06c4,Execute,19345681,7 mins ago,0x5594EAED...4A7965445,,Uniswap: Universal Router,1 ETH,0.00685
886,,0x66c2056f5f47e85e274e67879de652ce6b4d0439ce03b94f590eda8ece0783e8,Transfer,19345681,7 mins ago,OKX 25,,0x6f8ad1dD...8271D2239,0.01602984 ETH,0.00096705
887,,0x30a8b5db6de455ff4d71067eb01b72b36355424618026ce720e8aaad350c58ed,Transfer,19345681,7 mins ago,0xb7057C7E...b07861091,,Big Time: BIGTIME Token,0 ETH,0.00158828
888,,0xfb3e3e71db53dbcc4cb50114f68771f18ce0f291881d03f391f3af5f7a307f7a,Transfer,19345681,7 mins ago,0xDcC362d3...d54C1f4D1,,Big Time: BIGTIME Token,0 ETH,0.00136613
889,,0x64023fd3d22fbda336f994d8bad667b24d373033d9e89bc4a0a41a120b3927b0,Transfer,19345681,7 mins ago,0x1f8db712...81144Efd8,,0xf21c87EB...207A38634,0.00348994 ETH,0.00096705
890,,0xa1332c4340f2ae4678a62c41531c4a7fd87c4216b0c9eb671788b737c0fd5245,Transfer,19345681,7 mins ago,0x98803AEC...E677A1A37,,Tether: USDT Stablecoin,0 ETH,0.00269034
891,,0xf0737392c7b8fce26c4a4fbdcedbba03246c4809eca6584384aa1b59d92b7af2,Deposit,19345681,7 mins ago,0xE9B4A4E9...d52FdE12c,,Wrapped Ether,0.4 ETH,0.00207513
